-0.5205  	0.21634  	0.13552  	-1.7205  	-0.8866  	-1.4811  	0.60378  	0.09317  	-0.1830  	0.64529  	1.33597  	-0.4387  	-0.4270  	-0.8887  	1.31089  	0.75911  	-0.3368  	-0.4832  	-0.1910  	-0.4400  	0.56983  	0.44051  	0.17655  	0.22855  	0.23936  	-0.2047  	1.18657  	-1.0207  	0.53728  	0.49938  	-0.1750  	0.06498  	-0.1279  	0.16858  	0.37664  	-0.2023  	0.41891  	0.05373  	-0.4631  	0.06228  	-0.1438  	0.03497  	-0.3467  	0.51089  	0.30651  	-0.0957  	-0.0142  	0.04144  	0.03472  	-0.0959  	-0.0424  	-0.0383  	-0.0064  	-0.0049  	-0.0564  	-0.0157  	-0.0379  	-0.0099  	-0.0116  	0.02659  	-0.0629  	-0.0222  	0.03877  	0.02756  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.5205  	0.21634  	0.13552  	-1.7205  	-0.8866  	-1.4811  	0.60378  	0.09317  	-0.1830  	0.64529  	1.33597  	-0.4387  	-0.4270  	-0.8887  	1.31089  	0.75911  	-0.3368  	-0.4832  	-0.1910  	-0.4400  	0.56983  	0.44051  	0.17655  	0.22855  	0.23936  	-0.2047  	1.18657  	-1.0207  	0.53728  	0.49938  	-0.1750  	0.06498  	-0.1279  	0.16858  	0.37664  	-0.2023  	0.41891  	0.05373  	-0.4631  	0.06228  	-0.1438  	0.03497  	-0.3467  	0.51089  	0.30651  	-0.0957  	-0.0142  	0.04144  	0.03472  	-0.0959  	-0.0424  	-0.0383  	-0.0064  	-0.0049  	-0.0564  	-0.0157  	-0.0379  	-0.0099  	-0.0116  	0.02659  	-0.0629  	-0.0222  	0.03877  	0.02756  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.5108  	0.21630  	0.12346  	-1.6892  	-0.8409  	-1.4832  	0.61995  	0.07724  	-0.1917  	0.65676  	1.29025  	-0.4517  	-0.4119  	-0.8905  	1.30307  	0.74948  	-0.3379  	-0.4640  	-0.1922  	-0.3991  	0.50483  	0.44056  	0.14569  	0.20825  	0.26012  	-0.1976  	1.15782  	-0.9567  	0.60920  	0.49992  	-0.1824  	0.05162  	-0.1191  	0.16551  	0.34933  	-0.1817  	0.36510  	0.03191  	-0.4383  	0.07905  	-0.1420  	0.02864  	-0.3415  	0.51340  	0.30977  	-0.0961  	-0.0127  	0.04345  	0.03751  	-0.0928  	-0.0360  	-0.0391  	-0.0082  	-0.0105  	-0.0550  	-0.0185  	-0.0342  	-0.0114  	-0.0113  	0.02296  	-0.0655  	-0.0240  	0.04006  	0.02520  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.4993  	0.20558  	0.16061  	-1.6253  	-0.7675  	-1.4510  	0.63626  	0.06741  	-0.2201  	0.70531  	1.14668  	-0.5107  	-0.3609  	-0.8369  	1.28266  	0.71566  	-0.3712  	-0.4242  	-0.2024  	-0.3711  	0.37756  	0.44519  	0.05647  	0.15463  	0.33426  	-0.2074  	1.13854  	-0.8560  	0.73474  	0.54183  	-0.1803  	0.04321  	-0.1267  	0.16970  	0.29281  	-0.1332  	0.27667  	-0.0140  	-0.3888  	0.12501  	-0.1360  	0.03441  	-0.3262  	0.53181  	0.31422  	-0.0943  	-0.0220  	0.06247  	0.04616  	-0.0967  	-0.0254  	-0.0418  	-0.0057  	-0.0180  	-0.0549  	-0.0152  	-0.0334  	-0.0138  	-0.0090  	0.02637  	-0.0648  	-0.0299  	0.03757  	0.02470  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.4604  	0.17891  	0.10646  	-1.5779  	-0.7524  	-1.4681  	0.67530  	0.03482  	-0.2329  	0.69935  	1.08227  	-0.5416  	-0.3580  	-0.8026  	1.37756  	0.65389  	-0.3635  	-0.4338  	-0.2273  	-0.4112  	0.36072  	0.47554  	0.04260  	0.17521  	0.37899  	-0.2253  	1.18544  	-0.9049  	0.76429  	0.56851  	-0.1773  	0.05420  	-0.1495  	0.16728  	0.31413  	-0.1302  	0.27476  	-0.0278  	-0.3956  	0.14747  	-0.1414  	0.04895  	-0.3438  	0.51871  	0.30893  	-0.0941  	-0.0268  	0.06763  	0.05465  	-0.1053  	-0.0292  	-0.0420  	-0.0095  	-0.0186  	-0.0542  	-0.0111  	-0.0318  	-0.0166  	-0.0069  	0.02649  	-0.0647  	-0.0266  	0.03744  	0.02628  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.4547  	0.18558  	0.11431  	-1.5070  	-0.7088  	-1.3356  	0.64751  	0.05349  	-0.2316  	0.69942  	0.96176  	-0.5185  	-0.2801  	-0.7824  	1.33407  	0.65121  	-0.3423  	-0.4231  	-0.2085  	-0.4024  	0.31481  	0.51711  	0.06049  	0.13907  	0.40873  	-0.2206  	1.14957  	-0.8461  	0.82103  	0.59667  	-0.1820  	0.00859  	-0.1669  	0.17348  	0.25466  	-0.1174  	0.20401  	-0.0529  	-0.3456  	0.16387  	-0.1470  	0.05104  	-0.3189  	0.53194  	0.30548  	-0.0954  	-0.0330  	0.07814  	0.05876  	-0.1015  	-0.0255  	-0.0472  	-0.0158  	-0.0217  	-0.0554  	-0.0063  	-0.0298  	-0.0146  	-0.0123  	0.02317  	-0.0714  	-0.0201  	0.03797  	0.02320  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.5568  	0.16865  	0.00974  	-1.7150  	-0.7815  	-1.5346  	0.69922  	-0.0143  	-0.2466  	0.77402  	1.02085  	-0.6313  	-0.2607  	-0.6989  	1.34001  	0.54454  	-0.3706  	-0.4213  	-0.2291  	-0.3914  	0.29451  	0.48242  	-0.0177  	0.19140  	0.46686  	-0.2521  	1.16995  	-0.8605  	0.79598  	0.57910  	-0.1629  	0.00801  	-0.1495  	0.17885  	0.31674  	-0.0905  	0.18017  	-0.0619  	-0.3650  	0.18809  	-0.1323  	0.05267  	-0.3620  	0.51989  	0.30529  	-0.0986  	-0.0174  	0.05992  	0.04317  	-0.0917  	-0.0194  	-0.0470  	-0.0153  	-0.0203  	-0.0571  	-0.0184  	-0.0318  	-0.0102  	-0.0150  	0.02363  	-0.0651  	-0.0180  	0.03261  	0.02543  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-1.1677  	0.01372  	-0.3320  	-1.8434  	-0.7377  	-1.8905  	0.59364  	-0.1426  	-0.3209  	0.81654  	1.32642  	-0.4138  	-0.4451  	-1.0251  	1.10248  	0.53287  	-0.4004  	-0.3449  	-0.2070  	-0.2688  	0.31535  	0.37509  	0.00470  	0.20302  	0.26160  	-0.1757  	1.01823  	-0.6772  	0.84551  	0.52652  	-0.1406  	-0.0040  	-0.1411  	0.17639  	0.27588  	-0.0628  	0.14991  	-0.0759  	-0.3768  	0.19953  	-0.1377  	0.06125  	-0.4280  	0.50031  	0.32847  	-0.1002  	0.00031  	0.01486  	0.02352  	-0.1018  	-0.0358  	-0.0523  	-0.0183  	-0.0160  	-0.0629  	-0.0339  	-0.0197  	-0.0130  	0.00484  	0.03108  	-0.0638  	-0.0298  	0.03123  	0.02341  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-1.0467  	0.06428  	-0.1822  	-1.7514  	-0.7221  	-1.7403  	0.55685  	-0.1368  	-0.3106  	0.74139  	1.15682  	-0.4174  	-0.4725  	-1.0885  	1.20589  	0.60811  	-0.3665  	-0.3938  	-0.1818  	-0.3057  	0.23619  	0.42125  	0.03281  	0.13794  	0.38198  	-0.1996  	1.06147  	-0.7085  	0.82310  	0.57308  	-0.1770  	0.00477  	-0.1841  	0.18386  	0.23488  	-0.0553  	0.17962  	-0.0515  	-0.3790  	0.15392  	-0.1352  	0.05925  	-0.3963  	0.49869  	0.33045  	-0.0982  	-0.0136  	0.02201  	0.02831  	-0.1039  	-0.0313  	-0.0382  	-0.0173  	-0.0110  	-0.0616  	-0.0230  	-0.0220  	-0.0160  	0.00220  	0.03074  	-0.0683  	-0.0331  	0.03722  	0.02314  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
-0.9095  	0.07290  	-0.1034  	-1.8378  	-0.8068  	-1.6594  	0.51148  	-0.1683  	-0.3197  	0.78308  	1.15070  	-0.4884  	-0.4870  	-1.2456  	1.00615  	0.66639  	-0.3626  	-0.3451  	-0.1270  	-0.2659  	0.17123  	0.39259  	0.03930  	0.07490  	0.40003  	-0.1707  	1.02358  	-0.6528  	0.86696  	0.56410  	-0.2126  	0.01829  	-0.1675  	0.19000  	0.18486  	0.01235  	0.16506  	-0.0303  	-0.3484  	0.13981  	-0.0946  	0.03977  	-0.3326  	0.52643  	0.32620  	-0.1057  	-0.0162  	0.03913  	0.03291  	-0.1051  	-0.0267  	-0.0488  	-0.0113  	-0.0172  	-0.0528  	-0.0269  	-0.0193  	-0.0012  	-5.6739  	0.01410  	-0.0760  	-0.0411  	0.03899  	0.02605  	0.08713  	0.03453  	-0.0141  	0.00391  	-0.0335  	0.24425  	
